lokasi,judul,harga_bersih,kamar_tidur,kamar_mandi,luas_tanah_m2,luas_bangunan,tanggal_clean,kecamatan
"Araya, Malang","DIJUAL RUMAH BARU MODERN MINIMALIS  LOKASI BERADA DI KAWASAN ELIT PERUM ARAYA GOLF , MALANG  (On Progres - Terima Jadi Siap Huni)   Harga : 3.1 Mil...",3100000000.0,5.0,5.0,200.0,256.0,2026-04-11,Blimbing
"Sukun, Malang","Rumah 1 lantai di Sukun, Malang.  For sale rumah di wilayah yang asri dengan pemandangan Dipinggiran kota. Properti 1 lantai ini berada di lingkung...",285000000.0,2.0,1.0,50.0,36.0,2026-04-11,Sukun
"Lowokwaru, Malang","Rumah 2 lantai di Lowokwaru, Malang.  For sale rumah di wilayah yang nyaman dengan pemandangan permukiman warga. Properti 2 lantai bergaya modern i...",2600000000.0,10.0,3.0,235.0,350.0,2026-04-11,Lowokwaru
"Sukun, Malang","Dijual rumah di perumahan Tidar, Malang. Lokasi tidak jauh dari beberapa Universitas terkemuka di Malang (Universitas Machung, Universitas Brawijay...",1300000000.0,2.0,1.0,120.0,75.0,2026-04-11,Sukun
"Klojen, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Klojen, Malang.  Rumah ini menawarkan lokasi yang strategis s...",4000000000.0,22.0,11.0,296.0,500.0,2026-04-11,Klojen
"Lowokwaru, Malang","Rumah Murah Luas 159 m2 Area Ikan Piranha Suhat  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom bensin dan beberapa...",990000000.0,4.0,2.0,159.0,110.0,2026-04-11,Lowokwaru
"Araya, Malang","Rumah Mewah Jalan Kembar Bouelavrd Araya Golf Ada Kolam Renang
 
 Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar.
 Fasilitas san...",5200000000.0,4.0,3.0,370.0,400.0,2026-04-11,Blimbing
"Blimbing, Malang",MURAH DIJUAL RUMAH MINIMALIS GRAHA KENCANA BOULEVARD  LT 232 m2 LB 190 m2  Kamar tidur 4 (AC 3) + 1 Kamar mandi 3 (Heater 2) + 1 PDAM dan sumur Lis...,2500000000.0,4.0,3.0,232.0,190.0,2026-04-11,Blimbing
"Dieng, Malang","Dijual rumah full furnish, kondisi perabotan masih bagus. Lokasi di Mulyorejo, Kota Malang. Hanya 8 menit ke Cybermall Dieng, dan Universitas Merde...",375000000.0,2.0,1.0,72.0,72.0,2026-04-11,Sukun
"Lowokwaru, Malang",Dijual Rumah Cantik 2 Lantai ala Bali 4 Kamar di Jalan Ikan Ikan Lowokwaru Malang  Lt : 152 m2 Lb: 210 m2 Bangunan 2 lantai Kamar Tidur 4+1 Kamar m...,1850000000.0,4.0,3.0,152.0,210.0,2026-04-11,Lowokwaru
"Sukun, Malang","Rumah 1 lantai di Sukun, Malang.  Dijual rumah di wilayah yang tenang dengan pemandangan Lokasi dipusat kota. Properti 1 lantai ini berada di lingk...",285000000.0,2.0,1.0,50.0,36.0,2026-04-11,Sukun
"Sukun, Malang","Rumah di Sukun.  Miliki rumah 1 lantai yang nyaman ini,  dijual dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah in...",285000000.0,2.0,1.0,50.0,36.0,2026-04-11,Sukun
"Sawojajar, Malang","*Termurah Malang Kota 408,5Juta*  *Best offer 5 Menit Tol Malang Rumah Baru One Gate Cluster Malang Kota*  *Harga sudah Termasuk* Pajak BPHTB  By N...",408000000.0,1.0,1.0,60.0,30.0,2026-04-11,Blimbing
"Araya, Malang",K39 Update Colisting  Dijual Rumah Tema Klasik di Cluster Golf Kota Araya Malang  - berada di posisi hook - ⁠kondisi baik dan siap huni - ⁠priv...,2300000000.0,3.0,2.0,210.0,350.0,2026-04-11,Blimbing
"Sukun, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Sukun, Malang.  Rumah ini menawarkan lokasi yang strategis se...",285000000.0,2.0,1.0,50.0,36.0,2026-04-11,Sukun
"Sukun, Malang","‎Rumah 2 Lantai 400 Jutaan ‎FREE ALL BIAYA DAN PAJAK2  ‎kecuali Biaya KPR  ‎ ‎Lokasi Sukun, Kota Malang  ‎Kawasan sudah jadi ‎Legalit...",460000000.0,2.0,2.0,50.0,64.0,2026-04-10,Sukun
"Blimbing, Malang",DIJUAL MURAH Rumah Tengah Kota Pondok Indah Estate LA Sucipto Blimbing Malang  Point of Interest :  lingkungan aman dan nyaman security 24 jam  10 ...,700000000.0,2.0,1.0,60.0,74.0,2026-04-10,Blimbing
"Blimbing, Malang",DIJUAL MURAH Rumah Tengah Kota Pondok Indah Estate LA Sucipto Blimbing Malang  Point of Interest :  lingkungan aman dan nyaman security 24 jam  10 ...,700000000.0,2.0,1.0,74.0,60.0,2026-04-10,Blimbing
"Kedungkandang, Malang","PROMO RUMAH POROS JALAN BUMIAYU, KEDUNGKANDANG, KOTA MALANG. FREE ALL BIAYA DAN PAJAK2   Rumah 2 Lantai  Type 60/LT 61  KT 2 KM 2  R. Tamu, Dapur, ...",554000000.0,2.0,2.0,60.0,61.0,2026-04-10,Kedungkandang
"Sawojajar, Malang","DIJUAL RUMAH SIAP HUNI - SAWOJAJAR 1, KOTA MALANG  Lokasi strategis, akses mudah, lingkungan nyaman, dan cocok untuk hunian keluarga.   Keunggulan ...",1400000000.0,4.0,2.0,120.0,120.0,2026-04-10,Blimbing
"Kedungkandang, Malang","RUMAH DIJUAL - SIAP HUNI & SIAP BALIK NAMA!   Perumahan Bulan Terang Utama - Kota Malang   Harga: Rp 430 Juta (Nego)   Rumah nyaman, lokasi strateg...",430000000.0,2.0,1.0,65.0,40.0,2026-04-10,Kedungkandang
"Araya, Malang",Rumah baru jadi di cluster Golf Araya  Rumah ini mempunyai keunggulan : - Laundry - Jemuran - Rooftop - Garasi 1 mobil - Carport 2 mobil (cor dak) ...,4900000000.0,5.0,5.0,300.0,500.0,2026-04-10,Blimbing
"Sawojajar, Malang",DIJUAL RUMAH 2 LANTAI SIAP HUNI - SAWOJAJAR 1 MALANG   Lokasi strategis: Jl. Danau Maninjau Sawojajar 1 - Kota Malang  Harga: Rp 850 Juta (NEGO TIP...,850000000.0,5.0,2.0,84.0,168.0,2026-04-10,Blimbing
"Sukun, Malang","‎Rumah 1 Lantai 300 Jutaan ‎FREE ALL BIAYA DAN PAJAK2  ‎kecuali Biaya KPR  ‎ ‎Lokasi Sukun, Kota Malang  ‎Kawasan sudah jadi ‎Legalit...",365000000.0,2.0,1.0,38.0,64.0,2026-04-10,Sukun
"Sawojajar, Malang","Dijual Rumah di Jalan Danau-Danau Sawojajar 1 Kedungkandang - Kota Malang Dekat Sawojajar, Tol Madyopuro & jalan utama  Spesifikasi:  - Legalitas: ...",625000000.0,3.0,2.0,60.0,65.0,2026-04-10,Blimbing
"Lowokwaru, Malang","Kesempatan emas memiliki rumah siap huni di kawasan favorit Cengger Ayam, Lowokwaru, Kota Malang. Kondisi rumah sudah semi furnish, tinggal bawa ko...",1700000000.0,4.0,2.0,150.0,225.0,2026-04-10,Lowokwaru
"Sawojajar, Malang","Dijual rumah desain modern classic elegan di kawasan favorit SawojaJAR, Malang. Cocok untuk hunian keluarga dengan tampilan mewah dan akses sangat ...",925000000.0,3.0,2.0,102.0,150.0,2026-04-10,Blimbing
"Blimbing, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Blimbing, Malang.  Rumah ini menawarkan kelengkapan fasilitas...",6500000000.0,3.0,3.0,350.0,225.0,2026-04-10,Blimbing
"Lowokwaru, Malang","Dijual rumah di area Perumahan Elit Green Orchid. Lokasi sangat bagus berada di area Soekarno Hatta. Dekat banyak kampus ternama seperti Brawijaya,...",2500000000.0,5.0,3.0,120.0,107.0,2026-04-10,Lowokwaru
"Sawojajar, Malang","Rumah 2 lantai di kawasan elit Grand Permata Jingga - Sawojajar Lingkungan eksklusif One Gate System, aman, nyaman, dan prestisius. Bukan rumah lam...",1620000000.0,3.0,3.0,130.0,88.0,2026-04-10,Blimbing
"Lowokwaru, Malang","Dijual Rumah Semi Furnished Open Space di Brawijaya Residence, Lowokwaru Malang Open space concept Ada rooftop Ada mushola, service area, ruang ker...",1600000000.0,3.0,2.0,155.0,165.0,2026-04-10,Lowokwaru
"Sukun, Malang","DIJUAL RUMAH ISTANA DIENG TIMUR BANDULAN SUKUN MALANG, JAWA TIMUR
 
 DIJUAL Rp. 3.5 M
 
 LT : 200 M2
 LB : 175 M2
 
 SHM
 HADAP TIMUR
 
 RUMAH 1 LA...",3500000000.0,3.0,4.0,200.0,175.0,2026-04-10,Sukun
"Lowokwaru, Malang","Dijual Rumah Siap Huni dekat Suhat di Lowokwaru, Malang Kota  ✅ Lokasi Sangat Strategis Dekat Suhat, UB, Unisma, UMM, Matos, UIN, UM ✅ Perumaha...",950000000.0,2.0,1.0,105.0,105.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Lowokwaru, Malang.  Rumah ini menawarkan kelengkapan fasilita...",1500000000.0,2.0,3.0,96.0,125.0,2026-04-10,Lowokwaru
"Araya, Malang","Rumah For Sell Malang Rumah modern minimalis di Pondok Blimbing Indah
 lingkungan perumahan yang aman & nyaman
 dekat Plaza Araya
 dekat Univ Binus...",1850000000.0,5.0,2.0,200.0,120.0,2026-04-10,Blimbing
"Dieng, Malang","RUMAH DIJUAL DI KAWASAN DIENG - SIAP HUNI, LOKASI PREMIUM!  Kesempatan emas memiliki rumah dalam perumahan di kawasan elit Dieng, dengan kondisi ba...",4000000000.0,4.0,3.0,300.0,400.0,2026-04-10,Sukun
"Lowokwaru, Malang","RUMAH HOOK LOKASI STRATEGIS - DEKAT KAMPUS & PUSAT KULINER  Kesempatan memiliki rumah di lokasi premium yang dikelilingi pusat bisnis, pendidikan, ...",1200000000.0,3.0,1.0,227.0,200.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","RUMAH HOOK LOKASI STRATEGIS - DEKAT KAMPUS & PUSAT KULINER  Kesempatan memiliki rumah di lokasi premium yang dikelilingi pusat bisnis, pendidikan, ...",1200000000.0,3.0,1.0,227.0,200.0,2026-04-10,Lowokwaru
"Kedungkandang, Malang",Aset Property Lelang Powered by Bank Mandiri,555000000.0,2.0,1.0,90.0,38.0,2026-04-10,Kedungkandang
"Lowokwaru, Malang","Rumah di Lowokwaru.  Dapatkan rumah 1 lantai yang nyaman ini,  dijual dengan pemandangan indah yang menambah nilai estetika di lingkungan hunian. R...",1800000000.0,3.0,2.0,144.0,120.0,2026-04-10,Lowokwaru
"Klojen, Malang","Rumah bergaya kolonial Belanda  Lokasi sangat strategis dekat dengan jl Ijen dan Mall Olympic Garden  Lebar rumah 12,5 meter Rumah ini cocok untuk ...",8000000000.0,5.0,2.0,486.0,350.0,2026-04-10,Klojen
"Araya, Malang","Rumah Dijual Malang Rumah full furnished di Araya
 one gate system, security 24 jam
 lingkungan perumahan yang tenang dan nyaman
 desain rumah mode...",2200000000.0,3.0,3.0,120.0,118.0,2026-04-10,Blimbing
"Araya, Malang","Rumah Dijual Malang Rumah di Raya Greenwood Golf Malang
 \u2705 one gate system, security 24 jam
 \u2705 lingkungan kluster yang aman dan nyaman
 \...",5900000000.0,5.0,6.0,300.0,520.0,2026-04-10,Blimbing
"Klojen, Malang","Rumah Jual Lokasi Elit dan Prestisius di Pusat Kota. Strategis Dekat kampus UB, UM, Polinema, Alun-Alun  rumah sakit, pusat kuliner, dan area bisni...",18500000000.0,5.0,3.0,700.0,500.0,2026-04-10,Klojen
"Sukun, Malang","Rumah di daerah Sukun lokasi pemukiman yang aman dan nyaman dekat RST Soepraoen 2,4 km ke alun-alun merdeka harga bisa nego",900000000.0,4.0,2.0,226.0,200.0,2026-04-10,Sukun
"Araya, Malang","Rumah For Sell Malang Rumah baru 2 lantai di Pondok Blimbing Indah
 model rumah modern minimalis
 lingkungan perumahan yang aman
 dekat Plaza Araya...",1900000000.0,4.0,3.0,144.0,180.0,2026-04-10,Blimbing
"Klojen, Malang","Rumah Dijual Malang Rumah klasik posisi hook di daerah gunung-gunung kota Malang
 \u2705 lokasi sangat strategis di tengah kota
 \u2705 lingkungan ...",15000000000.0,4.0,2.0,557.0,350.0,2026-04-10,Klojen
"Dieng, Malang","RUMAH DIJUAL DI KAWASAN DIENG - SIAP HUNI, LOKASI PREMIUM!  Kesempatan emas memiliki rumah dalam perumahan di kawasan elit Dieng, dengan kondisi ba...",4000000000.0,4.0,3.0,300.0,240.0,2026-04-10,Sukun
"Dieng, Malang","RUMAH DIJUAL DI KAWASAN DIENG - SIAP HUNI, LOKASI PREMIUM!  Kesempatan emas memiliki rumah dalam perumahan di kawasan elit Dieng, dengan kondisi ba...",4000000000.0,4.0,3.0,300.0,240.0,2026-04-10,Sukun
"Klojen, Malang","Rumah Dijual Malang Rumah hook lokasi strategis kota Malang
 \u2705 berada di tepi jalan besar
 \u2705 ada garasi untuk 2 mobil
 \u2705 beberapa la...",11000000000.0,4.0,2.0,683.0,384.0,2026-04-10,Klojen
"Sukun, Malang","RUMAH DIJUAL DI KAWASAN DIENG - SIAP HUNI, LOKASI PREMIUM!  Kesempatan emas memiliki rumah dalam perumahan di kawasan elit Dieng, dengan kondisi ba...",4000000000.0,4.0,3.0,300.0,240.0,2026-04-10,Sukun
"Sawojajar, Malang","Dijual Rumah di Sawojajar Kedungkandang - Kota Malang Dekat Kampus Wisnuwardhana, UM Kampus II & Exit Tol Madyopuro  Spesifikasi:  Legalitas: SHM J...",1000000000.0,3.0,2.0,114.0,105.0,2026-04-10,Blimbing
"Lowokwaru, Malang","Dijual rumah 2 lantai area Soehat. 
 Pondasi disiapkan untuk 3 lantai. Atap lantai 2 sebagian dak cor.
 Dengan 5 KT dan 4 KM serta banyak area luas...",2300000000.0,5.0,4.0,142.0,240.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","RUMAH HOOK LOKASI STRATEGIS - DEKAT KAMPUS & PUSAT KULINER  Kesempatan memiliki rumah di lokasi premium yang dikelilingi pusat bisnis, pendidikan, ...",1200000000.0,3.0,1.0,227.0,200.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","RUMAH HOOK LOKASI STRATEGIS - DEKAT KAMPUS & PUSAT KULINER  Kesempatan memiliki rumah di lokasi premium yang dikelilingi pusat bisnis, pendidikan, ...",1200000000.0,3.0,1.0,227.0,200.0,2026-04-10,Lowokwaru
"Blimbing, Malang",RUMAH 3 LT DIJUAL CEPAT DI BOROBUDUR BLIMBING KOTA MALANG DEKAT SUHAT Jual Rumah JL BOROBUDUR AGUNG - Malang LT 106 LB 150 KT 6 KM 3 Dimensi 10 x 1...,1400000000.0,6.0,3.0,106.0,150.0,2026-04-10,Blimbing
"Lowokwaru, Malang","Rumah sangat bersih dan terawat seperti baru  Spesifikasi Luas tahan: 121,5 m² Luas bangunan:121,5m² Dimensi: 9m²x13.5m² Kamar tidur: 3 Kamar m...",1000000000.0,3.0,1.0,122.0,122.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Lowokwaru, Malang.  Rumah ini menawarkan lokasi yang strategi...",1970000000.0,4.0,5.0,180.0,300.0,2026-04-10,Lowokwaru
"Blimbing, Malang","Dijual Rumah semi furnished 2 lantai konsep industrial di daerah Pandanwangi, Sulfat, Kota Malang  row jalan lebar cukup 3 mobil lingkungan yang am...",875000000.0,3.0,2.0,74.0,110.0,2026-04-10,Blimbing
"Lowokwaru, Malang","FOR SALE: Rumah 3 Lantai Baru di Jl. Ikan Piranha, Malang  - LT: 68 m2  - LB: 170 m2 - Teras - Carport  - Balkon - Pintu Finish Duco - Ruang Tamu ...",1100000000.0,4.0,3.0,68.0,170.0,2026-04-10,Lowokwaru
"Merjosari, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Merjosari, Malang.  Rumah ini menawarkan lokasi yang strategi...",1200000000.0,4.0,2.0,98.0,77.0,2026-04-10,Lowokwaru
"Sukun, Malang","Dijual rumah harga terjangkau di Pusat Kota Malang dengan kualitas bangunan yang sangat baik, menggunakan material dinding bata merah (membuat ruma...",500000000.0,2.0,1.0,72.0,72.0,2026-04-10,Sukun
"Lowokwaru, Malang","FOR SALE: Rumah 3 Lantai Baru di Jl. Ikan Piranha, Malang  - LT: 61 m2  - LB: 132 m2 - Teras - Carport  - Balkon - Pintu Finish Duco - Ruang Tamu ...",960000000.0,4.0,3.0,61.0,132.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","Rumah Murah 2 Lantai Perumahan Elite Green Orchid  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom bensin dan bebera...",1650000000.0,3.0,2.0,135.0,150.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","Rumah Murah Minimalis di Perumahan Elite Green Orchid Suhat  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom bensin ...",1300000000.0,2.0,1.0,90.0,42.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang",DIJUAL Rumah Murah dekat Sekolah Hua Ind Di Borobudur Agung dekat Suhat Blimbing Malang  Spesifikasi: LT : 163 m LB : 85m Dimensi : 7 x 23 Lantai :...,930000000.0,3.0,1.0,163.0,85.0,2026-04-10,Lowokwaru
"Sukun, Malang","Rumah 1,5 lantai siap huni.Kondisi bangunan sangat bagus karena baru direnovasi.Tiap kamar mempunyai kamar mandi dalam .Rumah ini juga cocok untuk ...",4000000000.0,4.0,4.0,324.0,250.0,2026-04-10,Sukun
"Klojen, Malang",RUMAH DIJUAL JL. KALIURANG -MALANG  LT  330 M² LB 330 M² KT 4+1 KM 3+1 (3 Water Heater)  SHM GARASI 1 CARPORT 1 PLN 3500 W PDAM & SUMUR BOR JETPU...,5600000000.0,4.0,3.0,330.0,330.0,2026-04-10,Klojen
"Klojen, Malang","Rumah For Sell Malang RUMAH PUSAT KOTA MALANG
 ORO ORO DOWO 
 DIAREA JL GUNUNG GUNUNG
 SEKITARAN IJEN BOULEVARD
 DEKAT PUSAT PERBELANJAAAN SEPERTI ...",8000000000.0,4.0,4.0,425.0,400.0,2026-04-10,Klojen
"Araya, Malang","Raya Golf Utama,Araya Malang  Hadap : Utara LT: 760 ; 20x36m LB: 1.050m2 IMB : Th 2003 Air : Sumur dan Pam.  Line telpon: 1, CCTV Fully furnished d...",17000000000.0,4.0,4.0,760.0,1050.0,2026-04-10,Blimbing
"Gadang, Malang",Rumah Bagus 2 Lantai Hook Gadang Green Living Jual Rumah GREEN LIVING RESIDENCE - Malang LT 116 LB 246 KT 5+1 KM 3+1 Listrik 2200 Rp 1.300.000.000 ...,1300000000.0,5.0,3.0,116.0,246.0,2026-04-10,Sukun
"Klojen, Malang","Rumah Jual Bergaya Klasik Kolonial Kawasan Favorit Malang Kondisi Sangat Terawat Cocok untuk Rumah Tinggal Sekaligus Usaha, Investasi    Sertifikat...",20000000000.0,4.0,3.0,1093.0,400.0,2026-04-10,Klojen
"Sukun, Malang",DIJUAL  SHM Rumah Baru 2 lantai,725000000.0,3.0,2.0,70.0,57.0,2026-04-10,Sukun
"Lowokwaru, Malang",Dijual rumah di area Perumahan Elit Green Orchid. Lokasi perumahan sangat bagus dan strategis. Berada di area Jalan Soekarno Hatta. Dekat dengan Ka...,2300000000.0,3.0,2.0,120.0,100.0,2026-04-10,Lowokwaru
"Klojen, Malang","Update Turun Harga !!  Di Jual  Rumah Siap Huni Area Kaliurang. Klojen . Malang Jawa Timur.  Harga : 1,4 M - Turun Jadi : 1,2 M ( Nego Tipis )  - L...",1200000000.0,4.0,3.0,147.0,147.0,2026-04-10,Klojen
"Sawojajar, Malang",RUMAH jual dijual Jalan Kapi sata bali   Dijual Cepat rumah 1 lantai cantik & bagus harga sangat terjangkau MALANG SAWOJAJAR,550000000.0,4.0,1.0,72.0,84.0,2026-04-10,Blimbing
"Kedungkandang, Malang",RUMAH jual dijual perumahan permata annisa  Dijual cepat rumah 1 lantai cantik & bagus modern harga terjangkau MALANG KEDUNGKANDANG,600000000.0,2.0,1.0,72.0,53.0,2026-04-10,Kedungkandang
"Klojen, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Klojen, Malang.  Rumah ini menawarkan kelengkapan fasilitas s...",2550000000.0,3.0,2.0,407.0,180.0,2026-04-10,Klojen
"Lowokwaru, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Lowokwaru, Malang.  Rumah ini menawarkan lokasi yang strategi...",2100000000.0,4.0,3.0,140.0,175.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Lowokwaru, Malang.  Rumah ini menawarkan kelengkapan fasilita...",2500000000.0,4.0,2.0,270.0,200.0,2026-04-10,Lowokwaru
"Klojen, Malang","Rumah Luas di Klojen, Malang. Berada di Jalan Pulau Pulau Kota Malang. Dekat dengan Alun-Alun Kota Malang, Rumah Sakit, dan Sekolah"" ternama di Kot...",2400000000.0,6.0,4.0,300.0,250.0,2026-04-10,Klojen
"Merjosari, Malang","Dijual rumah dua lantai di lokasi yang strategis, ramai penghuni, dan dekat dengan berbagai fasilitas umum. seperti kampus UB, UIN, UNIGA, UMM, dek...",1500000000.0,7.0,4.0,124.0,240.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","Rumah nyaman 2 lantai, Bangunan terawat, luas, kamar tidur banyak. Lokasi di Jalan Candi -Candi, Lowokwaru Malang. Hanya 500 meter ke Kampus ABM, W...",1800000000.0,6.0,2.0,202.0,202.0,2026-04-10,Lowokwaru
"Lowokwaru, Malang","Rumah dijual di lingkungan perumahan Suhat, Kota Malang. Perumahan sudah padat penduduk, sangat aman, tenang dan nyaman. Kurang lebih hanya 5 menit...",1400000000.0,2.0,1.0,90.0,60.0,2026-04-10,Lowokwaru
"Sawojajar, Malang",DIJUAL RUMAH SIAP HUNI - PERUMAHAN DIRGANTARA SAWOJAJAR 1 MALANG   Kesempatan memiliki rumah luas dan nyaman di kawasan strategis Sawojajar.  Cocok...,1800000000.0,5.0,2.0,180.0,270.0,2026-04-10,Blimbing
"Sawojajar, Malang","DIJUAL / DIKONTRAKKAN RUMAH LUAS - SAWOJAJAR 1 MALANG   Lokasi: Danau Maninjau, Sawojajar 1 - Kota Malang   Spesifikasi: Luas ±219 m² 4 Kamar Tid...",1950000000.0,4.0,2.0,219.0,200.0,2026-04-10,Blimbing
"Araya, Malang",Rumah mewah 2 lantai siap huni di Boulevard Araya Golf. Dimensi rumah 15 x 25 meter. Tata ruang lega tanpa banyak sekat. Plafon tinggi. Sirkulasi u...,4800000000.0,5.0,5.0,375.0,450.0,2026-04-10,Blimbing
"Sawojajar, Malang","Rumah bergaya modern di Sawojajar.  Dapatkan rumah 2 lantai yang asri ini,  dijual dengan pemandangan indah yang menambah nilai estetika di lingkun...",2500000000.0,3.0,3.0,220.0,154.0,2026-04-10,Blimbing
"Klojen, Malang","Dapatkan rumah 2 lantai yang asri ini,  dijual dengan pemandangan permukiman warga yang menambah nilai estetika di lingkungan hunian. Rumah ini ber...",18000000000.0,7.0,6.0,1041.0,900.0,2026-04-10,Klojen
"Lowokwaru, Malang","Rumah 2 lantai di jl Bunga - Bunga,  Lowokwaru, Malang.  For sale rumah di wilayah yang nyaman dengan pemandangan Lokasi di Pusat Kota. Properti 2 ...",1400000000.0,6.0,2.0,158.0,200.0,2026-04-10,Lowokwaru
"Klojen, Malang","DIJUAL Rumah Lokasi Strategis di Simpang Ijen, Pusat Cafe/ Kuliner Dekat Kampus UM, UB, JL Besar Ijen, Poltekes, Dll Kota Malang. Saat Ini Rumah Te...",12500000000.0,5.0,2.0,611.0,400.0,2026-04-10,Klojen
"Lowokwaru, Malang","Rumah Siap Huni Lingkungan Nyaman, Aman, Tenang Lokasi Dekat Pusat Kuliner dan Bisnis Soekarno Hatta, Kampus Brawijaya, Polinema, ASIA, Rumah Sakit...",1250000000.0,3.0,1.0,157.0,100.0,2026-04-10,Lowokwaru
"Sawojajar, Malang","HOT SALE !  Dijual Rumah Beberapa Meter Dari Sekolah, Pacuan Kuda Dan Masjid di Grand Permata Jingga Sawojajar Malang  - Desain rumah compact & min...",1100000000.0,2.0,1.0,78.0,42.0,2026-04-10,Blimbing
"Dieng, Malang","Dijual rumah minimalis modern daerah Mulyorejo, dekat dengan Dieng, Kota Malang. Rumah sangat terawat, lingkungan tenang, asri, sangat nyaman dan a...",500000000.0,2.0,1.0,72.0,50.0,2026-04-10,Sukun
"Cemorokandang, Malang","Selling point: ✅ 24 jam Scurity & One gate system ✅ 5 Menit menuju exit toll Sawojajar ✅ Lingkungan nyaman, aman, dan asri",625000000.0,2.0,1.0,90.0,54.0,2026-04-10,Klojen
"Araya, Malang",Rumah Murah Kawasan Elite Araya Luas 227 m2  Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar. Fasilitas sangat lengkap dengan kea...,1850000000.0,4.0,3.0,227.0,110.0,2026-04-10,Blimbing
"Blimbing, Malang",Rumah Murah Luas 435 m2 di Perumahan Araya Malang Row Jalan Lebar.  Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar. Fasilitas sa...,3000000000.0,3.0,2.0,435.0,220.0,2026-04-10,Blimbing
"Lowokwaru, Malang","Rumah 2 Lantai Minimalis di Perumahan Green Orchid Suhat.  Lokasi dekat dengan jalan soekarno hatta, pusat perbelanjaan, rumah sakit, pom bensin da...",2200000000.0,3.0,2.0,128.0,135.0,2026-04-10,Lowokwaru
"Blimbing, Malang","Rumah Murah Siap Huni di Perumahan Graha Kencana Dekat Exit Tol  Lokasi masuk area perumahan elite graha kencana, dekat exit toll karanglo, hawai w...",1400000000.0,3.0,2.0,153.0,100.0,2026-04-10,Blimbing
"Blimbing, Malang","Dijual rumah harga terjangkau di Polowijen, Blimbing Kota Malang. Lokasi strategis dekat Exit Tol Singosari, Plaza Araya, Terminal Arjosari, Pasar ...",670000000.0,2.0,1.0,105.0,60.0,2026-04-10,Blimbing
"Lowokwaru, Malang","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Lowokwaru, Malang.  Rumah ini menawarkan kelengkapan fasil...",1600000000.0,4.0,4.0,189.0,189.0,2026-04-10,Lowokwaru
"Sukun, Malang",RUMAH jual dijual Perumahan pondok Mutiara Asri  Dijual cepat rumah 2 lantai cantik dan modern harga sangat terjangkau  MALANG SUKUN,630000000.0,3.0,2.0,60.0,75.0,2026-04-10,Sukun
"Blimbing, Malang","Dijual rumah mewah di perumahan elit Riverside Malang  Kondisi rumah sangat bagus, siap huni Lokasi nyaman, dekat pusat kota, sekolah, dan terminal...",2350000000.0,3.0,3.0,126.0,156.0,2026-04-10,Blimbing
"Araya, Malang","DIJUAL RUMAH MODERN ARAYA SIAP HUNI HARGA MIRING   Lokasi : PERUMAHAN ELITE  ARAYA MALANG   KAWASAN HUNIAN PERUMAHAN ELITE YANG NYAMAN, AMAN DAN TE...",3990000000.0,5.0,5.0,240.0,270.0,2026-04-10,Blimbing
"Araya, Malang","DIJUAL RUMAH BARU MODERN ARAYA INDENT 6 BULAN   Lokasi : PERUMAHAN ELITE  ARAYA MALANG   KAWASAN HUNIAN PERUMAHAN ELITE YANG NYAMAN, AMAN DAN TENAN...",2500000000.0,4.0,4.0,144.0,190.0,2026-04-10,Blimbing
