lokasi,judul,harga_bersih,kamar_tidur,kamar_mandi,luas_tanah_m2,luas_bangunan,tanggal_clean,kecamatan
"Merjosari, Malang",Lokasi strategis  Lingkungan aman dan nyaman  Kawasan ramai  Cocok untuk tempat usaha,1100000000.0,2.0,1.0,64.0,110.0,2026-02-13,Lowokwaru
"Araya, Malang","DIJUAL RUMAH DI ARAYA GOLF CLASSIC MODERN SIAP HUNI  LT : 240 M2 LB : 400 M2 2,5 LANTAI KAMAR TIDUR 5 + 2 KAMAR MANDI 4 + 1 ROOFTOP  SHM  HADAP SEL...",2900000000.0,5.0,4.0,240.0,400.0,2026-02-13,Blimbing
"Araya, Malang","DIJUAL RUMAH DI ARAYA GOLF CLASSIC MODERN SIAP HUNI  LT : 240 M2 LB : 400 M2 2,5 LANTAI KAMAR TIDUR 5 + 2 KAMAR MANDI 4 + 1 ROOFTOP  SHM  HADAP SEL...",2900000000.0,5.0,4.0,240.0,400.0,2026-02-13,Blimbing
"Klojen, Malang","Dijual Rumah Modern Premium di Jaksa Agung Suprapto, Klojen Malang   Karya Arsitek Andy Rahman Ada swimming pool / kolam renang Full Furnished, Ele...",5900000000.0,4.0,3.0,436.0,700.0,2026-02-13,Klojen
"Blimbing, Malang","Spesifikasi: Luas 114 m² Luas bangunan 250 m² (+/-) Kamar tidur 3 Kamar mandi 2 Sertifikat Hak Milik Air PDAM Listrik 2200 watt Harga 2,1 M (nego...",2100000000.0,3.0,2.0,114.0,250.0,2026-02-13,Blimbing
"Purwantoro, Malang","Turun Harga  Dijual Rumah Lokasi Strategis di Daerah Jalan Sungai - sungai, Purwantoro, Blimbing Malang   Row jalan lebar Selangkah ke poros jalan ...",3400000000.0,8.0,3.0,416.0,450.0,2026-02-13,Klojen
"Dieng Tidar, Malang",Rumah di Kawasan Favorit Daerah Dieng Malang  POTONGAN FREE PPN 50% SENILAI 38 JUTA ( Ready Stock 1 unit aja )  Angsuran 3 jutaan udah dapet rumah ...,710000000.0,2.0,1.0,72.0,47.0,2026-02-13,Sukun
"Klojen, Malang","Dijual Rumah Modern Premium di Jaksa Agung Suprapto, Klojen Malang   Karya Arsitek Andy Rahman Ada swimming pool / kolam renang Full Furnished, Ele...",5900000000.0,4.0,3.0,436.0,700.0,2026-02-13,Klojen
"Blimbing, Malang",Rumah dijual di Araya Malang menawarkan kemewahan dan kenyamanan. Hunian ini cocok untuk keluarga yang menginginkan gaya hidup modern dengan fasili...,2100000000.0,3.0,2.0,165.0,150.0,2026-02-13,Blimbing
"Dieng Tidar, Malang",Rumah di Kawasan Favorit Daerah Dieng Malang  POTONGAN FREE PPN 50% SENILAI 38 JUTA ( Ready Stock 1 unit aja )  Angsuran 3 jutaan udah dapet rumah ...,710000000.0,2.0,1.0,72.0,47.0,2026-02-13,Sukun
"Kedungkandang, Malang","Dijual Rumah Modern Minimalis di Citra Garden, Dekat Exit Tol Malang Kota  - kondisi rumah baru dan belum pernah dihuni - space lahan di belakang b...",1200000000.0,3.0,2.0,96.0,60.0,2026-02-13,Kedungkandang
"Kedungkandang, Malang","Perumahan lokasi pojok di Permata Garden, dekat dengan Citra Garden, GOR Ken Arok, Indomarco. Butuh renovasi.",400000000.0,2.0,1.0,84.0,60.0,2026-02-13,Kedungkandang
"Araya, Malang","Dijual Rumah Siap Huni di Cluster Telaga Golf, Kota Araya Malang  - lokasi sangat dekat Araya Club House - ?lingkungan nyaman - ?security 24jam  Lu...",3100000000.0,5.0,3.0,300.0,320.0,2026-02-13,Blimbing
"Kedungkandang, Malang","Dijual Rumah Asri Siap Huni di De Cassablanca Kedungkandang Malang  Spesifikasi : LT : 105 m2 LB : 140 m2 Lantai : 1,5 KT : 2 + 2 KM : 1 + 1 Listri...",1000000000.0,2.0,1.0,105.0,140.0,2026-02-13,Kedungkandang
"Blimbing, Malang",Dijual Rumah Mewah Eksklusif di Riverside Blimbing Malang  Spesifikasi : LT : 375 m2 LB : 350 m2 Dimensi : 15x25 KT : 4 + 1 KM : 3 + 1 Lantai : 2 L...,6500000000.0,4.0,3.0,375.0,350.0,2026-02-13,Blimbing
"Araya, Malang",Rumah Kondisi Baru Semi Furnish Design Modern di Araya Golf Malang  Spesifikasi : LT : 140 m2 LB : 165 m2 Lantai : 2 KT : 3 + 1 KM : 2 Listrik : 22...,2500000000.0,3.0,2.0,140.0,165.0,2026-02-13,Blimbing
"Araya, Malang",Rumah Kondisi Baru Semi Furnish Design Modern di Araya Golf Malang  Spesifikasi : LT : 165 m2 LB : 150 m2 Lantai : 2 KT : 3 + 1 KM : 2 Listrik : 22...,2500000000.0,3.0,2.0,165.0,150.0,2026-02-13,Blimbing
"Araya, Malang","Dijual Rumah 2 Lantai Posisi Hook Terawat & Siap Huni di Cluster Golf, Araya Malang  LT 295 m LB 400 m KT 5+2 KM 5+1 (3 KM dalam Kamar) Listrik 220...",3300000000.0,5.0,5.0,295.0,400.0,2026-02-13,Blimbing
"Sukun, Malang",Dijual Rumah Semi Industrial full Furnised di Sukun Kota Malang   Spesifikasi Rumah:  LT 80 m2 LB 136 m2 3 KT  3 KM (1 kamar mandi dalam di kamar u...,1350000000.0,3.0,3.0,80.0,136.0,2026-02-13,Sukun
"Araya, Malang","Rumah Dijual Malang Jual rumah di perumahan eksklusif Araya, di lingkungan nyaman dan
  aman dekat dengan:
 • Restaurant KDS
 . Plaza Araya
 . Bi...",4500000000.0,4.0,3.0,415.0,300.0,2026-02-13,Blimbing
"Sawojajar, Malang","DIJUAL RUMAH 2 LANTAI SIAP HUNI SEMI FURNISHED DI GRAND PERMATA JINGGA SAWOJAJAR MALANG  Grand Permata Jingga, Sawojajar  Spesifikasi : - ?Dimensi ...",2200000000.0,3.0,3.0,105.0,89.0,2026-02-13,Blimbing
"Kedungkandang, Malang",Promo Rumah murah Babatan Arjowinangun Malang Kota Alphecca Residence  Tersedia Promo: - Type 30/72 harga 290 jt - harga Promo 250 jutaan - Type 36...,290000000.0,2.0,1.0,72.0,30.0,2026-02-13,Kedungkandang
"Klojen, Malang","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Klojen, Malang.  Rumah ini menawarkan lokasi yang strategi...",180000000.0,2.0,1.0,72.0,36.0,2026-02-13,Klojen
"Dieng, Malang",Spesifikasi: 2 menit ke kampus UB Dieng akses dekat ke pusat kota Malang ⁠masih ada space luas di belakang yang bisa dijadikan tambahan bangunan ...,2900000000.0,2.0,2.0,378.0,100.0,2026-02-13,Sukun
"Sawojajar, Malang",Rumah Dijual Murah dibawah Harga Pasaran Sekitarnya.  Lokasi (Sawojajar)  Harga Pasaran Rumah 1.3M Ini Hanya Dijual 800jt saja Lokasi nyaman dan Am...,800000000.0,2.0,1.0,106.0,100.0,2026-02-13,Blimbing
"Klojen, Malang","VI# Dijual Rumah Terawat Tengah Kota di Kawasan Komersial, Jl.  Dr. Sutomo, Klojen, Malang  Keunggulan:  1. Bisa dijadikan ruang usaha: Cafe / Kant...",7950000000.0,6.0,3.0,429.0,350.0,2026-02-13,Klojen
"Kedungkandang, Malang",RUMAH BARU BAGUS MODERN HARGA MURAH SIAP HUNI LOKASI STRATEGIS DI CITRA GARDEN CITY CIPUTRA KOTA MALANG  Jual Rumah CITRA GARDEN CITY LT 136 LB 41 ...,1020000000.0,2.0,1.0,136.0,41.0,2026-02-13,Kedungkandang
"Klojen, Malang",LT 352 m² LB 300 m² KT 5 + 1 KM 4 + 1 SHM Hadap Barat Listrik 2200 watt Air Sumur    Hrga Nego  #FEN.2A422,3000000000.0,6.0,5.0,352.0,300.0,2026-02-13,Klojen
"Blimbing, Malang","Rumah Dijual Malang garasi muat 1 mobil, dekat dengan universitas ITN2, .univ.negri malang, kampus STT Malang, plaza Araya, MOG  Malang, terminal b...",1300000000.0,5.0,3.0,130.0,250.0,2026-02-13,Blimbing
"Blimbing, Malang","Rumah 2 Lantai Di kota malang Di Jln ikan Nila LT145m2 LB245m2, sertifikat SHM, hadap selatan",1500000000.0,3.0,2.0,145.0,245.0,2026-02-13,Blimbing
"Kedungkandang, Malang",One Gate System Lantai: Granit Tile Onyx,425000000.0,2.0,1.0,72.0,48.0,2026-02-13,Kedungkandang
"Sukun, Malang","DIJUAL Rumah 2 lantai tengah kota, lokasi nyaman dan tenang, strategis ke pusat kota, kondisi istimewa full furnished. Dekat kampus Widyakarya dan ...",6000000000.0,4.0,3.0,430.0,400.0,2026-02-13,Sukun
"Klojen, Malang","BRAND NEW EXCLUSIVE LISTING  FOR SALE.  Dijual Cepat Rumah Siap Huni.  Lokasi Strategis di Tengah Kota Malang Jl. Jaksa Agung Suprapto Samaan, Kec....",1000000000.0,2.0,1.0,115.0,110.0,2026-02-13,Klojen
"Lowokwaru, Malang",Rumah minimalis di dalam komplek perumahan yang aman nyaman bagus siap huni full furnished kondisi terawat dekat kampus brawijaya dan pusat bisnis....,700000000.0,2.0,1.0,84.0,60.0,2026-02-13,Lowokwaru
"Lowokwaru, Malang",Rumah murah Tasikmadu Malang Kota sebelah Kampus ITN 2 Dijual Cpt B.U wa.me/628133144xxxx  Lokasi Strategis: - cuma 100 m dari kampus ITN 2 - dekat...,495000000.0,2.0,1.0,140.0,36.0,2026-02-13,Lowokwaru
"Sawojajar, Malang","DIJUAL RUMAH BARU MODERN MINIMALIS - SAWOJAJAR 2 MALANG  Harga: Rp 645 Juta (Nego)  Rumah baru desain modern minimalis, siap huni, lokasi strategis...",645000000.0,3.0,2.0,84.0,70.0,2026-02-13,Blimbing
"Sawojajar, Malang","DIJUAL Rumah 2 Lantai Sawojajar Dekat Superindo, ACE Hardware, Bank, Akses Tol, Pusat Kuliner Sawojajar Kota Malang. Full Furnsih (Meja Kursi, Temp...",2250000000.0,3.0,2.0,127.0,220.0,2026-02-13,Blimbing
"Merjosari, Malang","Rumah bergaya minimalist modern di Merjosari.  Temukan rumah 3 lantai yang asri ini,  dijual dengan pemandangan perkotaan yang menambah nilai estet...",1470000000.0,17.0,17.0,72.0,216.0,2026-02-13,Lowokwaru
"Araya, Malang","(EAY1493) Cocok Untuk Mahasiswa, Dosen Atau Karyawan BINUS Selangkah Ke BINUS Araya Dekat Dengan Minimarket, Kafe Kopi Dan Kuliner Araya Masih Ada ...",825000000.0,1.0,1.0,70.0,25.0,2026-02-13,Blimbing
"Dieng, Malang",*DIJUAL RUMAH MEWAH SEMI FURNISH DI ISTANA DIENG*  - Dekat dengan Club House Istana Dieng - Bangunan rumah estetik - Rumah berada di hook - Selangk...,9500000000.0,6.0,4.0,486.0,450.0,2026-02-13,Sukun
"Dieng, Malang",DIJUAL RUMAH MEWAH SEMI FURNISH DI ISTANA DIENG*  - Dekat dengan Club House Istana Dieng - Bangunan rumah estetik - Rumah berada di hook - Selangka...,9500000000.0,6.0,4.0,486.0,450.0,2026-02-13,Sukun
"Sawojajar, Malang",- Lokasi di area ramai sawojajar - Banyak Kuliner - Dekat Tol Sawojajar,1370000000.0,2.0,1.0,79.0,120.0,2026-02-13,Blimbing
"Blimbing, Malang",Dekat dengan (versi spesifik & jualan):  ✅ 5-8 menit ke Terminal Arjosari ✅ Dekat Pasar Besar Arjosari / Pasar Blimbing ✅ Dekat Plaza Araya M...,250000000.0,2.0,1.0,73.0,36.0,2026-02-13,Blimbing
"Lowokwaru, Malang",Rumah Minimalis Modern Lokasi Grand Arumba Tunggulwulung  Bangunan terawat dan siap huni  Lokasi dekat ke - kampus umm - kampus unibraw - kampus po...,1200000000.0,5.0,2.0,91.0,160.0,2026-02-13,Lowokwaru
"Gadang, Malang",Pilihan tepat untuk yang ingin memiliki hunian mewah dengan lingkungan yang asri dan nyaman di pusat kota > 2 menit ke Pasar Gadang > 7 menit ke Un...,699000000.0,3.0,2.0,84.0,60.0,2026-02-13,Sukun
"Araya, Malang","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Araya, Malang.  Rumah ini menawarkan lokasi yang strategis...",7750000000.0,6.0,6.0,540.0,600.0,2026-02-13,Blimbing
"Lowokwaru, Malang","Dijual properti strategis di kawasan Candi Mendut Malang, cocok untuk investasi atau hunian dengan potensi bisnis. Rumah ini menawarkan ruang yang ...",5200000000.0,10.0,1.0,458.0,570.0,2026-02-13,Lowokwaru
"Sukun, Malang",*DIJUAL RUMAH MEWAH SEMI FURNISH DI ISTANA DIENG*  - Dekat dengan Club House Istana Dieng - Bangunan rumah estetik - Rumah berada di hook - Selangk...,9500000000.0,6.0,4.0,486.0,450.0,2026-02-13,Sukun
"Blimbing, Malang","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Blimbing, Malang.  Rumah ini menawarkan lokasi yang strate...",5300000000.0,6.0,2.0,810.0,160.0,2026-02-13,Blimbing
"Merjosari, Malang","Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Merjosari, Malang.  Rumah ini menawarkan kelengkapan fasilita...",1100000000.0,10.0,10.0,75.0,150.0,2026-02-13,Lowokwaru
"Tlogomas, Malang","Rumah 2 lantai di Tlogomas, Malang.  Dijual rumah di wilayah yang nyaman dengan pemandangan Dipinggiran kota. Properti 2 lantai ini berada di lingk...",1200000000.0,10.0,10.0,100.0,120.0,2026-02-13,Lowokwaru
"Lowokwaru, Malang","Dijual Rumah Gress Baru Renov di daerah Tunggulwulung, Malang  - 7 menit ke Jalan Raya Soekarno Hatta Malang - 2 km ke UB Malang - posisi hook  Spe...",1700000000.0,4.0,2.0,164.0,200.0,2026-02-13,Lowokwaru
"Araya, Malang","Dijual Rumah Mewah Full Furnish di Boulevard Cluster Golf, Kota Araya Malang   - lokasi aman dan nyaman di private cluster Araya - ?berada di jalan...",4200000000.0,4.0,4.0,375.0,500.0,2026-02-13,Blimbing
"Klojen, Malang","Dijual Rumah Siap Huni Dekat Malang City Point dan Cybermall dan dekat Jalan Raya Langsep Klojen Kota Malang  Jl. Buah-buahan, Klojen  Spesifikasi:...",6500000000.0,8.0,6.0,286.0,500.0,2026-02-13,Klojen
"Merjosari, Malang","Rumah DIJUAL Kondisi Bagus Terawat Masih Masuk Kota Malang. Dekat Perumahan Graha Dewata, VBT, Joyogrand. Dekat Cafe-Cafe Seperti Sontoloyo, Coklat...",520000000.0,3.0,1.0,68.0,48.0,2026-02-13,Lowokwaru
"Sukun, Malang",Dijual Rumah Siap Huni Design Keren di Janti Barat Sukun Kota Malang  Spesifikasi : LT : 160 m2 LB : 250 m2 Lantai : 2 KT : 4 + 1 KM : 3 + 1 Listri...,1800000000.0,4.0,3.0,160.0,250.0,2026-02-13,Sukun
"Klojen, Malang","Turun harga!  Dijual Rumah Klasik Terawat 2 lantai di Jalan Garut, Malang  ✅Cocok untuk usaha apapun ✅ Traffic yang ramai (persimpangan jalan J...",7200000000.0,4.0,3.0,304.0,400.0,2026-02-13,Klojen
"Kedungkandang, Malang","Hunian Eksklusif Kota Malang - View Gunung & City Light  Bayangkan setiap pagi membuka jendela dengan udara segar dataran tinggi Malang, dan malam ...",399000000.0,2.0,1.0,66.0,40.0,2026-02-13,Kedungkandang
"Dieng Tidar, Malang","Dijual Rumah Klasik 2 lantai Posisi Hook di daerah Gunung - gunung, Kota Malang  ✅️ posisi hook, semi furnished ✅️ bangunan masih kokoh ✅...",6000000000.0,4.0,3.0,499.0,350.0,2026-02-13,Sukun
"Lowokwaru, Malang","DIJUAL Rumah Lokasi Hunian Strategis dan Nyaman Dekat Pasar Blimbing, Sekolah Favorit Hwa Ind, Kampus UB, Polinema, Widyagama, ASIA, Kuliner Suhat ...",1500000000.0,4.0,2.0,117.0,132.0,2026-02-13,Lowokwaru
"Kedungkandang, Malang","DIJUAL Rumah dalam Perumahan Elit dengan Berbagai Fasilitas Kemanan 24 Jam, View Indah Gunung, Hawa Sejuk Pegunungan Akses Mudah Kota Malang  Spesi...",3000000000.0,4.0,3.0,247.0,300.0,2026-02-13,Kedungkandang
"Klojen, Malang","DIJUAL Rumah Kawasan Elit Area Tidar Dekat Elpico Mall, Kampus Ma Chung, ITN, Sekolah Kalam Kudus Tidar, Area Kuliner Tidar Kota Malang   Spesifika...",850000000.0,2.0,1.0,111.0,45.0,2026-02-13,Klojen
"Klojen, Malang","DIJUAL Rumah Kondisi Baru direnovasi Lokasi Daerah Tidar Harga Sangat Menarik Dekat Jalan Poros Tidar, Kampus Machung, SPBU Tidar Kota Malang    Sp...",1800000000.0,7.0,3.0,204.0,110.0,2026-02-13,Klojen
"Araya, Malang","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Malang Kota, Malang. Berada di perumahan mewah  Rumah ini ...",1650000000.0,6.0,3.0,266.0,300.0,2026-02-13,Blimbing
"Klojen, Malang","DIJUAL Rumah Kawasan Elit Area Tidar Dekat Elpico Mall, Kampus Ma Chung, ITN, Sekolah Kalam Kudus Tidar, Area Kuliner Tidar Kota Malang   Spesifika...",850000000.0,2.0,1.0,111.0,45.0,2026-02-13,Klojen
"Klojen, Malang","DIJUAL Rumah Kondisi Baru direnovasi Lokasi Daerah Tidar Harga Sangat Menarik Dekat Jalan Poros Tidar, Kampus Machung, SPBU Tidar Kota Malang    Sp...",1800000000.0,7.0,3.0,204.0,110.0,2026-02-13,Klojen
"Kedungkandang, Malang","DIJUAL Rumah dalam Perumahan Elit dengan Berbagai Fasilitas Kemanan 24 Jam, View Indah Gunung, Hawa Sejuk Pegunungan Akses Mudah Kota Malang  Spesi...",3000000000.0,4.0,3.0,247.0,300.0,2026-02-13,Kedungkandang
"Tlogomas, Malang",Rumah 2 lantai .  For sale rumah di wilayah yang tenang dengan pemandangan perkotaan. Properti 2 lantai bergaya minimalis ini berada di lingkungan ...,850000000.0,9.0,2.0,140.0,140.0,2026-02-13,Lowokwaru
"Araya, Malang",Rumah Kondisi Baru Semi Furnish Design Modern di Araya Golf Malang  Spesifikasi : LT : 165 m2 LB : 150 m2 Lantai : 2 KT : 3 + 1 KM : 2 Listrik : 22...,2500000000.0,3.0,2.0,165.0,150.0,2026-02-13,Blimbing
"Sukun, Malang",Siap huni rumah modern dan minimalisi bandulan kota malang  Hunian strategis kawasan yang sejuk tenang  √ Dekat dieng ijen malang  √ Dekat wisa...,360000000.0,2.0,1.0,60.0,36.0,2026-02-13,Sukun
"Klojen, Malang",LT : 937 m2 LB : 350 m2 KT : 3+1 KM : 2+1 Listrik: 4400 watt  Air :  pdam dan sumur Sertifikat : SHM Garasi : 3 mobil carport : 5 hadap : timur lau...,20000000000.0,4.0,3.0,937.0,350.0,2026-02-13,Klojen
"Klojen, Malang",LT : 937 m2 LB : 350 m2 KT : 3+1 KM : 2+1 Listrik: 4400 watt  Air :  pdam dan sumur Sertifikat : SHM Garasi : 3 mobil carport : 5 hadap : timur lau...,20000000000.0,4.0,3.0,937.0,350.0,2026-02-13,Klojen
"Merjosari, Malang","Rumah 2 lantai di Merjosari, Malang.  Dijual rumah di wilayah yang nyaman dengan pemandangan perkotaan. Properti 2 lantai bergaya modern ini berada...",1150000000.0,10.0,10.0,75.0,133.0,2026-02-13,Lowokwaru
"Araya, Malang","Rumah Bagus & Nyaman di Cluster Brassia Hill the Araya, Bonus Perabot, mudah perawatannya, berada di Lokasi strategis, dekat lapangan Golf, terleta...",1200000000.0,2.0,1.0,70.0,35.0,2026-02-13,Blimbing
"Klojen, Malang","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Klojen, Malang.  Rumah ini menawarkan kelengkapan fasilita...",1750000000.0,5.0,4.0,177.0,240.0,2026-02-13,Klojen
"Klojen, Malang","Rumah Besar Ada Kolam ikan, Keamanan 24 Jam dengan Access card, Jalan Lebar Dilengkapi Mini Garden Posisi HOOK Dekat Kuliner Kawi, Rumah Sakit, MOG...",5500000000.0,6.0,6.0,338.0,500.0,2026-02-13,Klojen
"Dieng, Malang",Spesifikasi: 2 menit ke kampus UB Dieng akses dekat ke pusat kota Malang ⁠masih ada space luas di belakang yang bisa dijadikan tambahan bangunan ...,2900000000.0,2.0,2.0,378.0,100.0,2026-02-13,Sukun
"Dieng, Malang",Spesifikasi: 2 menit ke kampus UB Dieng akses dekat ke pusat kota Malang ⁠masih ada space luas di belakang yang bisa dijadikan tambahan bangunan ...,2900000000.0,2.0,2.0,378.0,100.0,2026-02-13,Sukun
"Dieng, Malang",Spesifikasi: 2 menit ke kampus UB Dieng akses dekat ke pusat kota Malang ⁠masih ada space luas di belakang yang bisa dijadikan tambahan bangunan ...,2900000000.0,2.0,2.0,378.0,100.0,2026-02-13,Sukun
"Dieng, Malang",Spesifikasi: 2 menit ke kampus UB Dieng akses dekat ke pusat kota Malang ⁠masih ada space luas di belakang yang bisa dijadikan tambahan bangunan ...,2900000000.0,2.0,2.0,378.0,100.0,2026-02-13,Sukun
"Lowokwaru, Malang","I82  *UPDATE TURUN HARGA*  DIJUAL CEPAT RUMAH 1 LANTAI TERAWAT BARU SELESAI RENOVASI, SELANGKAH KE SUHAT MALANG    Suhat, Lowokwaru   Spesifikasi :...",1400000000.0,3.0,2.0,131.0,110.0,2026-02-13,Lowokwaru
"Dieng Tidar, Malang",Dijual Rumah Area Raya Tidar Sebelum VPT With Private Pool  Point of Interest :   - lokasi sebelum VPT - dataran tinggi sehingga View indah - dekat...,19000000000.0,9.0,9.0,2046.0,1500.0,2026-02-13,Sukun
"Lowokwaru, Malang","DIJUAL Rumah Kawasan Hunian One Gate System dengan Suasana Tenang dan Sejuk Dekat Kuliner Sudimoro, Soekarno Hatta, Area Kampus UB, Polinema Kota M...",550000000.0,2.0,1.0,77.0,40.0,2026-02-13,Lowokwaru
"Araya, Malang",DIJUAL CEPAT RUMAH LUAS VIEW GOLF LOKASI ARAYA GOLF MALANG  LT 945 LB 1500 KAMAR TIDUR 8+1  KAMAR MANDI 8+1 Listrik 6600 AIR PDAM & SUMUR GARASI 4 ...,10000000000.0,8.0,8.0,945.0,1500.0,2026-02-13,Blimbing
"Araya, Malang",Dijual Rumah Araya Valley 2 lantai + Rooftop  Point of Interest :   - lingkungan aman dan nyaman - Dekat dengan binus university - Fasilitas super ...,2600000000.0,6.0,3.0,162.0,256.0,2026-02-13,Blimbing
"Lowokwaru, Malang","RUMAH TERAWAT 2,5 LANTAI - FULLY FURNISHED Lokasi : Tectona Residence, Lowokwaru - Kota Malang  Selling Point : - Lingkungan yang Nyaman, Tenang da...",1000000000.0,3.0,2.0,75.0,121.0,2026-02-13,Lowokwaru
"Dieng, Malang","Dijual Rumah Mewah Siap Huni Plus Kolam Renang Di Bukit Dieng, Lokasi Strategis Tengah Kota, Dekat UB 2, Machung, UNMER & Malang City Point   Alama...",12000000000.0,5.0,5.0,860.0,800.0,2026-02-13,Sukun
"Lowokwaru, Malang","RUMAH TERAWAT 2,5 LANTAI - FULLY FURNISHED Lokasi : Tectona Residence, Lowokwaru - Kota Malang  Selling Point : - Lingkungan yang Nyaman, Tenang da...",1000000000.0,3.0,2.0,75.0,121.0,2026-02-13,Lowokwaru
"Sawojajar, Malang",Dijual Rumah Ready Gress American Style di Sawojajar 1 Kota Malang  Spesifikasi : LT : 126 m2 LB : 150 m2 Dimensi : 7 x 18 KT : 4 KM : 3  Listrik :...,1550000000.0,4.0,3.0,126.0,150.0,2026-02-13,Blimbing
"Dieng Tidar, Malang","Dijual Rumah Mewah Konsep Resort + Private Pool dan Rooftop Full Furnished di daerah Tidar, Malang  - Punya konsep resort dengan split level - Lant...",19000000000.0,9.0,9.0,2046.0,1510.0,2026-02-13,Sukun
"Klojen, Malang","Dijual Rumah Hook Kondisi Terawat di Jalan Pulau-Pulau, Klojen Kotamadya Malang  - lokasi strategis di tengah kota Malang - ?1 menit ke RSI Aisyiya...",6000000000.0,5.0,5.0,469.0,600.0,2026-02-13,Klojen
"Blimbing, Malang","DIJUAL RUMAH DI GRAHA KENCANA MALANG  LT� 153 m2 ( lebar 9m ) LB� 110 m2  1,5 Lantai  KT. 3 KM. 3 Dapur Carport  SHM PDAM  Halaman Depan ada Ta...",1450000000.0,3.0,3.0,153.0,110.0,2026-02-13,Blimbing
"Dieng Tidar, Malang",Dijual Rumah Mewah Dengan Private Swimming Pool Lokasi Elit Tidar Malang  LT: 641m2 LB: +/-800 m2 semi furnished KT: 7 + 3 KM: 11 + 2 Ada 1 ruangan...,12500000000.0,7.0,11.0,641.0,800.0,2026-02-13,Sukun
"Sukun, Malang","Rumah Baru Sukun Malang Kota Dengan Desain Industrial 2 Lantai.Full Furnished,Interior,dan Elektronik  HARGA 1,350 M   Spesifikasi Rumah: LT 80 m2 ...",1350000000.0,3.0,3.0,80.0,136.0,2026-02-13,Sukun
"Kedungkandang, Malang","Dijual Rumah Mewah Lokasi di Cemorokandang, Kedungkandang Kota Malang  - hanya 5 menit ke pintu tol kota Malang (Sawojajar) - ?kondisi sangat teraw...",8000000000.0,12.0,6.0,890.0,600.0,2026-02-13,Kedungkandang
"Araya, Malang",Dijual Rumah Araya Valley 2 lantai + Rooftop  Point of Interest :   - lingkungan aman dan nyaman - Dekat dengan binus university - Fasilitas super ...,2600000000.0,6.0,3.0,162.0,256.0,2026-02-13,Blimbing
"Araya, Malang",Rumah Design Modern Siap Huni di Cluster Golf Kota Araya Malang  - kondisi bangunan baru  - ?lingkungan aman dan nyaman - ?one gate system cluster ...,3600000000.0,4.0,3.0,168.0,200.0,2026-02-13,Blimbing
"Blimbing, Malang","Rumah Area Batubara Sulfat Blimbing Kota Malang   Point of interest :  - akses tengah kota  - sekitaran area komersil banyak kuliner , supermarket ...",1100000000.0,2.0,1.0,88.0,130.0,2026-02-13,Blimbing
"Dieng Tidar, Malang","Dijual Rumah Mewah Konsep Resort + Private Pool dan Rooftop Full Furnished di Daerah Tidar, Malang  - Punya konsep resort dengan split level - Lant...",19000000000.0,9.0,9.0,2046.0,1510.0,2026-02-13,Sukun
"Araya, Malang",DIJUAL RUMAH MODERN FULL FURNISHED DI GREENWOOD GOLF ARAYA - MALANG  FULLY� FURNISHED + AC 5 unit (Semuanya kondisi BARU GRESS)  MENGHADAP KE LAP...,4900000000.0,3.0,3.0,240.0,322.0,2026-02-13,Blimbing
"Dieng Tidar, Malang","Dijual Rumah Mewah Konsep Resort + Private Pool dan Rooftop Full Furnished di Daerah Tidar, Malang  - Punya konsep resort dengan split level - Lant...",19000000000.0,9.0,9.0,2046.0,1510.0,2026-02-13,Sukun
"Lowokwaru, Malang","Dijual Rumah 2 Lantai dekat dengan Kampus UIN, UMM, UNISMA di daerah Merjosari Lowokwaru Kota Malang  Perum Grand Aleena, Lowokwaru.  Spesifikasi :...",530000000.0,2.0,1.0,69.0,48.0,2026-02-13,Lowokwaru
"Lowokwaru, Malang",Dijual Rumah Furnished di Graha Mulia Residence Suhat Lowokwaru Malang  Spesifikasi : LT : 86 m2 LB : 170 m2 Lantai : 3 KT : 4 KM : 2 Listrik : 220...,1150000000.0,4.0,2.0,86.0,170.0,2026-02-13,Lowokwaru
"Blimbing, Malang",Rumah Baru American Classic 3 Lantai di Sulfat Blimbing Kota Malang  progress bangun kisaran 85%  Spesifikasi - Legalitas : sertifikat hak milik (S...,2300000000.0,3.0,3.0,96.0,200.0,2026-02-13,Blimbing
"Araya, Malang",Lokasi strategis Lingkungan aman dan nyaman  Kawasan ramai Cocok untuk tempat tinggal,900000000.0,2.0,2.0,99.0,90.0,2026-02-13,Blimbing
"Lowokwaru, Malang",Lokasi strategis Lingkungan aman dan nyaman  Kawasan ramai Cocok untuk tempat tinggal,3500000000.0,5.0,3.0,522.0,350.0,2026-02-13,Lowokwaru
"Lowokwaru, Malang","Rumah siap huni di jalan bunga-bunga , lokasi strategis dekat dengan UB, Polinema, RS Brawijaya, pusat kuliner dll.  NN",2300000000.0,5.0,4.0,142.0,240.0,2026-02-13,Lowokwaru
